split,paper_index,title,has_explicit_novelty_claim,claim_text,claim_quote,reason_text,reason_quote,confidence,validation_note
train,144,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,True,"The authors introduce Language Agent Tree Search (LATS), which they claim is the first general framework to synergize the capabilities of language models in reasoning, acting, and planning.","In this paper, we introduce Language Agent Tree Search (LATS) -- the first general framework that synergizes the capabilities of LMs in reasoning, acting, and planning.","The framework is claimed to be novel because it is the first to generally combine the reasoning, acting, and planning abilities of language models.","the first general framework that synergizes the capabilities of LMs in reasoning, acting, and planning.",high,"The abstract explicitly uses the phrase 'the first general framework' to describe the introduced method, making it a clear novelty claim."
train,145,Large Language Model Guided Tree-of-Thought,True,"The paper introduces the Tree-of-Thought (ToT) framework, a novel approach for improving the problem-solving capabilities of large language models.","In this paper, we introduce the Tree-of-Thought (ToT) framework, a novel approach aimed at improving the problem-solving capabilities of auto-regressive large language models (LLMs).","The technique is novel because it is inspired by the human mind's method of solving complex reasoning tasks through trial and error, exploring a solution space in a tree-like manner and allowing for backtracking.","The ToT technique is inspired by the human mind's approach for solving complex reasoning tasks through trial and error. In this process, the human mind explores the solution space through a tree-like thought process, allowing for backtracking when necessary.",high,The abstract explicitly states 'we introduce' and calls the framework a 'novel approach'.
train,146,Tree of Uncertain Thoughts Reasoning for Large Language Models,True,"The authors introduce the Tree of Uncertain Thoughts (TouT), a new reasoning framework for Large Language Models.","Addressing this pivotal gap, we introduce the Tree of Uncertain Thoughts (TouT) — a reasoning framework tailored for LLMs.",The framework is novel because it addresses a gap in prior work by quantifying uncertainty at intermediate steps in the reasoning process.,Our TouT effectively leverages Monte Carlo Dropout to quantify uncertainty scores associated with LLMs’ diverse local responses at these intermediate steps.,high,"The abstract explicitly states 'we introduce' a new framework to address a 'pivotal gap' in previous methods, clearly delineating its contribution."
train,147,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,False,,,,,low,Claim quote was not found verbatim in abstract; dropped to avoid hallucination.
train,148,Unleashing the Creative Mind: Language Model As Hierarchical Policy For Improved Exploration on Challenging Problem Solving,True,The authors propose a method that frames a Large Language Model as a hierarchical policy via in-context learning to explore diverse problem-solving strategies.,"In this work, we unleash LLMs' creative potential for exploring multiple diverse problem solving strategies by framing an LLM as a hierarchical policy via in-context learning.","This approach is presented as novel because existing methods are limited in their exploration capabilities, which the proposed hierarchical policy is designed to overcome.","However, these methods are still limited in their exploration capabilities, making it challenging for correct solutions to stand out in the huge solution space.",high,
train,149,Small Language Models Fine-tuned to Coordinate Larger Language Models improve Complex Reasoning,True,"The authors introduce DaSLaM, a new method that uses a decomposition generator to break complex problems into simpler subproblems.","We introduce DaSLaM, which uses a decomposition generator to decompose complex problems into subproblems that require fewer reasoning steps.",The method is novel because it is based on the principle that problem decomposition and solution generation are distinct capabilities best handled by separate modules rather than a single monolithic model.,"We believe (and demonstrate) that problem decomposition and solution generation are distinct capabilites, better addressed in separate modules, than by one monolithic LLM.",high,The abstract uses the explicit phrase 'We introduce DaSLaM' to state its primary contribution.
train,150,SwiftSage: A Generative Agent with Fast and Slow Thinking for Complex Interactive Tasks,True,The authors introduce a novel agent framework called SwiftSage.,"We introduce SwiftSage, a novel agent framework inspired by the dual-process theory of human cognition, designed to excel in action planning for complex interactive reasoning tasks.",The framework is novel because it is inspired by the dual-process theory of human cognition and integrates the strengths of behavior cloning and prompting large language models.,SwiftSage integrates the strengths of behavior cloning and prompting large language models (LLMs) to enhance task completion performance.,high,
train,151,The Impact of Imperfect XAI on Human-AI Decision-Making,True,The authors present a user study to evaluate how incorrect explanations from an XAI system influence human decision-making.,"In this work, we contribute a robust, mixed-methods user study with 136 participants to evaluate how incorrect explanations influence humans' decision-making behavior in a bird species identification task, taking into account their level of expertise and an explanation's level of assertiveness.","This work is novel because few previous studies have examined the impact of incorrect explanations, with most prior research focusing only on the impact of incorrect AI advice.",Few studies acknowledge the possibility of the explanations being incorrect even if the AI advice is correct.,high,
train,152,Effect of confidence and explanation on accuracy and trust calibration in AI-assisted decision making,True,"The authors show that trust calibration alone, even when aided by confidence scores, is not sufficient to improve AI-assisted decision-making.","we show that confidence score can help calibrate people's trust in an AI model, but trust calibration alone is not sufficient to improve AI-assisted decision making, which may also depend on whether the human can bring in enough unique knowledge to complement the AI's errors.",,,high,"The abstract uses the phrase 'we show that' to explicitly state a finding from their experiments, which contrasts the effect of trust calibration with the sufficiency of that calibration for improving performance. This is a claim of a new finding."
train,153,Does the Whole Exceed its Parts? The Effect of AI Explanations on Complementary Team Performance,True,"The paper's result, which found that AI explanations do not increase complementary team performance, poses new challenges for human-centered AI.","Our result poses new challenges for human-centered AI: Can we develop explanatory approaches that encourage appropriate trust in AI, and therefore help generate (or improve) complementary performance?","The reason this is a new challenge is that, contrary to expectations, the study found that explanations did not increase complementary improvements, but instead just increased the likelihood of humans accepting the AI's recommendation, regardless of its correctness.","While we observed complementary improvements from AI augmentation, they were not increased by explanations. Rather, explanations increased the chance that humans will accept the AI’s recommendation, regardless of its correctness.",high,
train,154,Uncalibrated Models Can Improve Human-AI Collaboration,False,,,,,low,"The abstract describes the paper's contribution as 'an initial exploration' and contrasts its findings with the 'standard paradigm', but it does not use explicit novelty keywords like 'novel' or 'first' to make a direct claim of novelty."
train,155,You Complete Me: Human-AI Teams and Complementary Expertise,False,,,,,low,"The abstract describes the investigation and its findings ('we investigate...', 'we demonstrate...'), but it does not use explicit language to claim that these findings or the approach are novel."
train,156,Human-Centered Evaluation of Explanations in AI-Assisted Decision-Making,False,,,,,low,"The abstract describes the structure and content of a thesis. It outlines the different parts of the research, such as empirical explorations and constructing computational models, but it does not use any explicit language to claim that these contributions are novel or a 'first'."
train,157,"On Selective, Mutable and Dialogic XAI: a Review of What Users Say about Different Types of Interactive Explanations",True,The authors created a new classification of interactive techniques specifically for Explainable AI (XAI).,"We also create a classification of interactive techniques specific to XAI and group the resulting categories according to their role in the cognitive process of explanation: ""selective"", ""mutable"" or ""dialogic"".",,,high,"The paper explicitly states the creation of a classification as a contribution. It does not, however, state why this classification is novel or an improvement over any existing ones."
train,158,Calibrating Trust in AI-Assisted Decision Making,True,This research claims to address a gap in explainable AI by using a two-pronged approach involving an empirical experiment and an educational resource for designers.,"Our research addresses this gap through two approaches: an empirical experiment to investigate how people respond to explanations and what types of explanations are most helpful for trust calibration, and an educational resource for industry designers to help them understand what questions users might have, and how the context of use influences what explanations they may use.","The authors state their work is novel because it addresses the identified gap between academic XAI research, which is model-centric, and industry guidelines, which are too broad to be effective.","As a result, this research often approaches explanations from a model-centric perspective, as opposed to a human-centered perspective. At the same time, industry researchers have developed guidelines to help interface designers effectively generate user-friendly explanations. However, these guidelines are typically too broad to be effective for the day-to-day work of industry designers.",high,The paper explicitly claims to 'address this gap'. The reason for the claim's novelty (the nature of the gap) is detailed across the three preceding sentences which are combined in the reason_quote.
train,159,Understanding the Effect of Out-of-distribution Examples and Interactive Explanations on Human-AI Decision Making,True,The authors developed novel interfaces to support interactive explanations for human-AI decision making.,we develop novel interfaces to support interactive explanations so that humans can actively engage with AI assistance.,,,high,"The authors use the word 'novel' to describe their interfaces, but do not provide an explicit reason in the abstract for why they are novel compared to prior work."
train,160,Understanding the Role of Human Intuition on Reliance in Human-AI Decision-Making with Explanations,True,The paper identifies three types of human intuition involved in reasoning about AI predictions and explanations.,"Our results identify three types of intuition involved in reasoning about AI predictions and explanations: intuition about the task outcome, features, and AI limitations.",,,high,"The authors explicitly state what their results identify, which serves as a novelty claim of a new finding/categorization. However, they do not provide a reason why this identification is novel compared to prior work."
train,161,IIID VGAS: A visual genome analysis studio incorporating high performance next generation sequence analysis,False,,,,,low,The abstract describes the project's aim to develop a solution but does not explicitly claim that a novel tool has been developed or is being presented in this paper.
train,162,Evolutionary algorithm sandbox: A web-based graphical user interface for evolutionary algorithms,False,,,,,low,"The abstract describes the 'Evolutionary Algorithm (EA) Sandbox' and its functionality as a learning tool. It does not contain any explicit claims of novelty, such as stating it is the first, a new method, or an improvement over existing tools."
train,163,GATutor: a graphical tutorial system for genetic algorithms,False,,,,,low,"The abstract describes the GATutor system and its features, highlighting its utility for teaching. However, it does not make any explicit claims of novelty, such as stating that this is the first system of its kind or that a particular feature is new."
train,164,Unipro UGENE: a unified bioinformatics toolkit,False,,,,,low,The abstract describes the Unipro UGENE software and its features but does not make any explicit claims of novelty. It is a descriptive summary of the tool's capabilities.
train,165,Visual Genomics Analysis Studio as a Tool to Analyze Multiomic Data,True,"The authors present Visual Genomics Analysis Studio (VGAS), a unique user-friendly, Windows-based graphical user interface for analyzing and visualizing multiomic single-cell data.","This unique user-friendly, Windows-based graphical user interface is specifically designed to enable investigators to interrogate their own data.",The application is novel because it enables investigators to perform complex data analyses without requiring user-directed coding or access to high-performance computers.,"Critically, VGAS does not require user-directed coding or access to high-performance computers, instead incorporating performance-optimized hidden code to provide application-based fast and intuitive tools for data analyses and production of high-resolution publication-ready graphics on standard specification laptops.",high,
train,166,Investigation of the capabilities of the method of characteristic patterns for graphical presentation of large amounts of information,True,The author developed new methods for presenting large volumes of hereditary genetic information in bioinformatic systems.,The author developed new methods of presenting large volumes of hereditary genetic information in bioinformatic systems.,A characteristic feature of these methods is the fixation of the internal ordering of the information signal into an individual graphical quasi-fractal structure.,The fixation of the internal ordering of the information signal in an individual graphical quasi-fractal structure is a characteristic feature of the methods considered.,high,
train,167,Visual management of large scale data mining projects.,False,,,,,low,"The abstract describes a unified framework for visualization and its application. However, it does not use explicit language to claim that the framework itself is novel, new, or a first of its kind. It describes what was developed and its utility for a specific project."
train,168,Data Analysis and Visualization in Genomics and Proteomics,False,,,,,low,"The provided text is not a research paper abstract, but rather the table of contents for a book. It lists chapter titles and their contents, and does not contain any explicit author claims of novelty for a specific method or result."
train,169,"OmicPioneer-sc: an integrated, interactive visualization environment for single-cell sequencing data",False,,,,,low,"The abstract describes the OmicPioneer-sc tool, its components (DRPs, NGCHMs, PVMs), and its features. However, it does not use any explicit language (e.g., 'novel', 'first', 'we introduce') to claim that the tool or its integration of these components is a new contribution to the field."
train,170,The bioinformatics resource for oral pathogens,False,,,,,low,"The abstract describes a bioinformatics resource (BROP) and its features. However, it does not use explicit terms like 'novel', 'first', or 'new' to claim novelty for the resource or its methods. It is a descriptive summary of the tool's function."
train,171,Leveraging a Probabilistic PCA Model to Understand the Multivariate Statistical Network Monitoring Framework for Network Security Anomaly Detection,True,The authors contribute a mathematical model that relates PCA-based anomaly detection techniques with a probabilistic generative model perspective.,"In this paper, we revisit anomaly detection techniques based on PCA from a probabilistic generative model point of view, and contribute a mathematical model that relates them.",,,high,The abstract uses the explicit verb 'contribute' to signal the novelty of their mathematical model.
train,172,Detection of Network Intrusion Threat Based on the Probabilistic Neural Network Model,False,,,,,low,"The abstract describes combining two existing methods (PCA and PNN) and reports on the performance of the combined method. It does not contain any explicit claims of novelty using terms like 'new', 'novel', or 'for the first time'."
train,173,Logic‐based probabilistic network model to detect and track faults in a process system,True,The paper proposes a logic-based approach that integrates Bayesian networks (BN) and principal component analysis (PCA) to study fault conditions in a process system.,This article integrates these two methods (BN and PCA) through a logic‐based approach to study the fault conditions of a process system.,The proposed logic-based PCA-BN approach is claimed to improve the reliability of fault detection.,The study observes that the logic‐based PCA‐BN approach proposed improves the reliability of fault detection.,high,
train,174,"P2CySeMoL: Predictive, Probabilistic Cyber Security Modeling Language",True,"The paper presents P2CySeMoL, a predictive and probabilistic modeling language and attack graph tool for estimating the cyber security of enterprise architectures.","This paper presents the Predictive, Probabilistic Cyber Security Modeling Language (P $^{2}$ CySeMoL), an attack graph tool that can be used to estimate the cyber security of enterprise architectures.",,,high,"The abstract uses the word 'presents' to introduce a new modeling language, which is a clear novelty claim. However, it does not explicitly state why this language is novel compared to other work."
train,175,Bayesian Models for Node-Based Inference Techniques,True,The authors' proposed methods produce models that achieve higher predictive accuracy than a sequential artificial neural network (ANN).,We also show that our methods produce models with high predictive accuracy surpassing a sequential artificial neural network (ANN).,,,high,"The abstract makes a direct claim of superior performance against another method, which is a form of novelty claim. It does not, however, explicitly state that the proposed system itself is the 'first' or 'novel' of its kind."
train,176,"P<inline-formula><tex-math>$^{2}$</tex-math><alternatives> <inline-graphic xlink:type=""simple"" xlink:href=""holm-ieq1-2382574.gif""/></alternatives></inline-formula>CySeMoL: Predictive, Probabilistic Cyber Security Modeling Language",False,,,,,low,"The abstract presents and describes the P2CySeMoL tool and its features, but it does not use explicit language (e.g., 'novel', 'first', 'new') to claim that the tool or its approach is a novelty."
train,177,Optimal Security Hardening over a Probabilistic Attack Graph: A Case Study of an Industrial Control System using CySecTool,False,,,,,low,"The abstract describes a tool, CySecTool, and a case study using it. It explicitly states the tool 'builds on an optimisation algorithm published by Khouzani et al.', but makes no explicit claims of novelty for the tool itself or the case study's findings."
train,178,Cyber Security Logical and Probabilistic Model of a Critical Infrastructure Facility in the Electric Energy Industry,False,,,,,low,"The abstract describes the development and investigation of a model but does not use any explicit language (e.g., 'novel', 'first', 'new') to claim this work is a novelty. It is a descriptive summary of the work performed."
train,179,Probabilistic Classification for Industrial Cyber Risk Using Deep Neural Network,True,The authors propose a deep learning based model for the probabilistic classification of cyber risk using a real-world industrial dataset.,"In this paper, with the real-world industrial dataset, we propose a deep learning based model for cyber risk probabilistic classification.",This is novel because previous studies were limited to high-level guidelines or shallow statistical analysis due to the lack of real-world data.,"However, due to the limited availability of real-world dataset, previous studies focus on either high-level guidelines for cyber risk management or shallow statistical analysis for historical cyber incidents.",high,The abstract uses the explicit phrasing 'we propose' and contrasts the work with 'previous studies' to establish novelty.
train,180,Abnormal User Detection Based on the Correlation Probabilistic Model,True,"The paper proposes a new probabilistic model for correlating abnormal users, called PMCAU.","In this paper, the probabilistic model of the correlation between abnormal users (PMCAU) is proposed.","The model's novelty is based on the proposed concept of 'user behavior correlation degree', which is defined by user attribute similarity and behavior interaction.","First, the concept of user behavior correlation degree is proposed, which is defined as two parts: user attribute similarity degree and behavior interaction degree;",high,
train,181,A Review on Personalized Academic Paper Recommendation,False,,,,,low,"The abstract describes the paper as a literature review and a 'comprehensive summary' of existing research. It does not contain any explicit claims of novelty, such as proposing a new method or being the first to conduct such a review."
train,182,Large-Scale Hierarchical Topic Models,True,The authors propose a technique to learn a hierarchy of topics by iteratively applying topic models and processing subtrees of the hierarchy in parallel.,We address this challenge with a technique that learns a hierarchy of topics by iteratively applying topic models and processing subtrees of the hierarchy in parallel.,,,high,
train,183,Nonlinear Structural Equation Model Guided Gaussian Mixture Hierarchical Topic Modeling,True,"The authors propose a deep topic model, NSEM-GMHTM, that explicitly models both hierarchical and symmetric relations between topics.","we propose NSEM-GMHTM as a deep topic model, witha Gaussian mixture prior distribution to improve the model’s ability to adapt to sparse data, which explicitly models hierarchical and symmetric relations between topics through the dependency matrices and nonlinear structural equations.","This model is novel because existing models often assume a tree structure for the topic hierarchy, which ignores symmetrical dependencies between topics at the same level.","However, the existing models often assume in the prior that the topic hierarchy is a tree structure, ignoring symmetrical dependenciesbetween topics at the same level.",high,
train,184,Inter and Intra Topic Structure Learning with Word Embeddings,True,The authors propose a novel topic model with a deep structure.,"In this paper, we propose a novel topic model with a deep structure that explores both inter-topic and intra-topic structures informed by word embeddings.",The model is novel because it explores both inter-topic (hierarchies) and intra-topic (sub-topics) structures informed by word embeddings to capture fine-grained thematic aspects.,"our model discovers inter topic structures in the form of topic hierarchies and discovers intra topic structures in the form of sub-topics, each of which is informed by word embeddings and captures a fine-grained thematic aspect of a normal topic.",high,
train,185,Towards the TopMost: A Topic Modeling System Toolkit,True,The authors claim their proposed Topic Modeling System Toolkit (TopMost) is novel because it stands out from existing toolkits by supporting more extensive features.,"Compared to existing toolkits, TopMost stands out by supporting more extensive features.","The toolkit's novelty stems from its extensive features, which cover a broader range of topic modeling scenarios and their entire lifecycles.","It covers a broader spectrum of topic modeling scenarios with their complete lifecycles, including datasets, preprocessing, models, training, and evaluations.",high,
train,186,The Evolution of Topic Modeling,False,,,,,low,"The abstract describes a review paper that provides an in-depth analysis and traces the origins of topic models. It does not contain any explicit claims of novelty, such as proposing a new model, method, or framework."
train,187,Apples to Apples: A Systematic Evaluation of Topic Models,True,The paper presents a systematic empirical evaluation of nine topic modelling techniques under identical conditions and across a variety of settings.,"We empirically evaluate the performance of these models on different settings reflecting a variety of real-life conditions in terms of dataset size, number of topics, and distribution of topics, following identical preprocessing and evaluation processes.",This work is presented as a novel contribution because there have been few prior efforts to systematically compare topic model performance on the same benchmarks and under the same conditions.,"However, because of the diversity of datasets and metrics, there have not been many efforts to systematically compare their performance on the same benchmarks and under the same conditions.",high,The novelty claim is established by identifying a lack of systematic comparisons in the field and then presenting this paper's evaluation as the work that fills that gap.
train,188,Semantically-Enhanced Topic Modeling,True,The authors claim to have designed and developed a novel general topic modeling framework that advances the state-of-the-art.,"In this paper, we advance the state-of-the-art in topic modeling by means of the design and development of a novel (semi-formal) general topic modeling framework.",The framework's novelty stems from its introduction of new semantically-enhanced data representations and a new topic extraction strategy called ASToC.,"The novel contributions of our solution include: (i) the introduction of new semantically-enhanced data representations for topic modeling based on pooling, and (ii) the proposal of a novel topic extraction strategy - ASToC - that solves the difficulty in representing topics in our semantically-enhanced information space.",high,
train,189,Topic Modeling based on Keywords and Context,True,The authors propose a new topic model and inference algorithm that is based on automatically identifying characteristic keywords for topics.,We address these concerns by proposing a topic model and an inference algorithm based on automatically identifying characteristic keywords for topics.,,,high,"The abstract uses the explicit term 'proposing' to introduce a new model and algorithm. However, it does not explicitly state a reason why this approach is novel compared to prior work, only that it addresses existing concerns."
train,190,Topic Modeling Using Latent Dirichlet allocation,False,,,,,low,"The abstract describes a survey or review paper that studies, reviews, explores, and covers existing topic modeling techniques. It does not make any explicit claims of novelty for a new method, model, or finding."
train,191,HTMOT: Hierarchical Topic Modelling over Time,True,The authors propose a novel method for Hierarchical Topic Modelling Over Time (HTMOT).,"Therefore, we propose a novel method to perform Hierarchical Topic Modelling Over Time (HTMOT).",The method is novel because no previous models have been proposed that incorporate both hierarchy and temporality.,"However, no models have been proposed to incorporate both hierarchy and temporality which could be beneficial for applications such as environment scanning.",high,
train,192,Exploiting Fine-Grained Co-Authorship for Personalized Citation Recommendation,True,The authors present a fine-grained method for modeling co-authorship that incorporates the co-author network structure and the topics of their published articles.,"To address this issue, we present a fine-grained method for co-authorship modeling that incorporates the co-author network structure and the topics of their published articles.","This method is novel because current models treat co-authorship as a binary relation, which likely results in information loss.","This binary modeling of co-authorship is likely to result in information loss, such as the loss of strong or weak relationships between specific research topics.",high,"The abstract explicitly identifies a problem with existing models ('binary modeling of co-authorship') and then introduces the authors' method 'To address this issue', which constitutes a clear novelty claim."
train,193,Learning to Rank Research Articles: A Case Study of Collaborative Filtering and Learning to Rank in ScienceDirect,False,,,,,low,"The abstract describes a case study applying existing methods (collaborative filtering and learning to rank). It does not contain any explicit claims of novelty, such as 'new', 'novel', or 'for the first time'. The paper presents the application and its results, not a novel methodology."
train,194,CoBERT: Scientific Collaboration Prediction via Sequential Recommendation,True,The authors propose reformulating the task of scientific collaboration recommendation as a sequential recommendation task.,We thus propose to reformulate the task of collaboration recommendation as a sequential recommendation task.,"This approach is novel because existing graph-based recommendation systems do not consider the order of papers, which the authors argue is crucial for reliably predicting future collaborations.","we argue that the order of papers is crucial for reliably predicting future collaborations, which is not considered by graph-based recommendation systems.",high,
train,195,Selective Explanations: Leveraging Human Input to Align Explainable AI,True,The authors propose a novel XAI framework inspired by human communication behaviors.,"Overall, our work proposes a novel XAI framework inspired by human communication behaviors and demonstrates its potential to encourage future work to make AI explanations more human-compatible.","The framework's novelty comes from making AI explanations selective by leveraging human input to present a subset of model reasoning that aligns with user preferences, a fundamental property of human explanations.","In this work, we attempt to close these gaps by making AI explanations selective ---a fundamental property of human explanations---by selectively presenting a subset of model reasoning based on what aligns with the recipient's preferences.",high,The abstract explicitly uses the word 'novel' in the final sentence to describe the proposed framework.
train,196,Watch Out for Updates: Understanding the Effects of Model Explanation Updates in AI-Assisted Decision Making,True,This paper studies how varying levels of similarity in AI explanations before and after a model update influence people's trust and satisfaction with the AI model.,"In this paper, we study how varying levels of similarity between the AI explanations before and after a model update affects people’s trust in and satisfaction with the AI model.",The authors state that little is known about how changes in AI explanations due to model updates affect people's perceptions and usage of the model.,"While AI explanations may change over time due to updates of the AI model, little is known about how these changes may affect people’s perceptions and usage of the model.",high,
train,197,Are Explanations Helpful? A Comparative Study of the Effects of Explanations in AI-Assisted Decision-Making,False,,,,,low,"The abstract states the paper 'contributes to the growing literature' by 'presenting a comparison', which describes the work but does not make an explicit claim of novelty or being the first to conduct such a study."
train,198,Effects of Explanations in AI-Assisted Decision Making: Principles and Comparisons,False,,,,,low,"The abstract describes the study's contribution to an 'ongoing conversation' by presenting a comparison of established methods. It does not use explicit novelty language (e.g., 'novel,' 'first') to claim its contribution is new or unique."
train,199,"""Help Me Help the AI"": Understanding How Explainability Can Support Human-AI Interaction",False,,,,,low,Claim quote was not found verbatim in abstract; dropped to avoid hallucination.
train,200,Tabletop Board Game Elements and Gamification Interventions for Health Behavior Change: Realist Review and Proposal of a Game Design Framework,False,,,,,low,"The abstract states the authors' objective is to propose a framework, but it does not contain explicit language (e.g., 'novel', 'first', 'new') to frame this as a novelty claim."
train,201,Tabletop Board Game Elements and Gamification Interventions for Health Behavior Change: Realist Review and Proposal of a Game Design Framework (Preprint),False,,,,,low,"The abstract states the objective is to 'propose a framework for designing effective behavior change games', but it does not use explicit novelty language (e.g., 'new', 'novel', 'first') to describe this proposal or the review itself."
train,202,A game plan: Gamification design principles in mHealth applications for chronic disease management,True,This review article addresses a knowledge gap regarding the effective application of gamification design principles in the development of mHealth applications.,"This review article addresses a knowledge gap around the effective use of gamification design principles, or mechanics, in developing mHealth applications.",,,high,"The authors explicitly state that their review addresses a 'knowledge gap', which is a direct claim of contribution."
train,203,Playing alone: can game design elements satisfy user needs in gamified mHealth services?,False,,,,,low,Claim quote was not found verbatim in abstract; dropped to avoid hallucination.
train,204,Design Features in Games for Health: Disciplinary and Interdisciplinary Expert Perspectives,False,,,,,low,"The abstract identifies a research gap by stating 'there has been limited systematic investigation' into a topic, but it does not make an explicit claim that the presented work is novel or the first to address this gap. It describes the study's actions without using explicit novelty-claiming language."
train,205,"Guidelines for Designing Effective Games as Clinical Interventions: Mechanics, Dynamics, Aesthetics, and Outcomes (MDAO) Framework",True,"The authors propose a new framework for designing serious games called Mechanics, Dynamics, Aesthetics, and Outcomes (MDAO).","Using MDA as a base for understanding how to create engaging experiences, this chapter proposes a new framework for serious games called Mechanics, Dynamics, Aesthetics, and Outcomes.",The MDAO framework is novel because it describes how to design intrinsically motivating and effective games by focusing on the interplay between outcomes and other design elements.,MDAO describes how to design a game that is intrinsically motivating and effective by focusing on the interplay between outcomes and other vectors of design.,high,
train,206,Quittr: The Design of a Video Game to Support Smoking Cessation,True,"The authors describe a novel, theoretically-informed mobile app design approach with a wide range of potential applications.","We describe a novel, and theoretically-informed mobile app design approach that has a broad range of potential applications.",The approach is novel because it uses a virtual currency system that removes the necessity for the game to directly integrate the healthy activity into its play mechanics.,"By using the virtual currency approach, we remove the need for the game to comprehensively integrate the healthy activity as part of its actual play mechanics.",high,
train,207,"Developing Theory-Driven, Evidence-Based Serious Games for Health: Framework Based on Research Community Insights",True,"The authors propose a framework for developing theory-driven, evidence-based serious games for health (SGH).","On the basis of the requirements identified, we propose a framework for developing theory-driven, evidence-based SGH.",This framework is needed because the current evidence in the research literature is not structured and lacks a clear consensus.,"Although a more robust level of evidence exists in the research literature, it is neither structured nor is there any clear consensus.",high,The abstract explicitly states a gap in the research literature (lack of structure and consensus) and then directly proposes the framework as the paper's contribution to fill this gap.
train,208,The Construction and Evaluation of a Design Framework for Narrative Games for Health,True,The author introduces a new game design methodology specifically developed for games for health that addresses the key constructs of user engagement and adherence.,"The dissertation introduces a methodology of game design, specifically developed for games for health, which addresses two key constructs: engagement – ensuring users stick with the game for the duration of the intervention; and adherence – ensuring users perform those actions in the game hypothesized by behavioral medicine theories to lead to health behavior change.",This methodology is proposed to solve existing problems where health games are often designed without a proper framework or are not based on theories from behavioral medicine.,"To solve these problems, I define the DraGuNa (Drama-Guided Narrative Health Game) framework, a methodology that uses drama theory and sound principles from behavioral medicine to guide games for health design to solve the current problems in games for health.",high,"The abstract explicitly states multiple contributions, including a primary design framework/methodology, a methodology for adapting existing media, and an experimental framework. The primary claim regarding the game design methodology was selected."
train,209,The Model of Gamification Principles for Digital Health Interventions: Evaluation of Validity and Potential Utility,True,The paper's results highlight the potential utility of its 5-factor gamification model structure for digital behavioral health interventions.,highlight the potential utility of a 5-factor gamification model structure in digital behavioral health interventions.,The model's utility is demonstrated by results indicating that its gamification principles are not redundant with existing measures.,the results indicate that the gamification principles are not redundant with existing measures,high,"The claim is about the demonstrated utility and non-redundancy of the model, which is a clear statement of contribution compared to existing approaches."
train,210,EFL discourse as cultural practice,True,The author examines a new culturally critical way of observing English as a Foreign Language (EFL) discourse and its connection to social change.,I examine a new culturally critical way of observing EFL discourse and linking it with social change.,,,high,"The abstract explicitly states the author is examining 'a new... way', but does not provide a separate explicit reason for why this way is novel."
train,211,Gender stereotypes and biases in Iranian EFL textbooks / Amir Biglarbeigi Ghajarieh,False,,,,,low,"The abstract describes the study's topic, methodology, and findings but does not contain any explicit claims of novelty. It states what the study examines and what models it uses, but does not frame these as a 'first' or 'novel' contribution."
train,212,Social Bias Frames: Reasoning about Social and Power Implications of Language,True,"The paper introduces Social Bias Frames, a new conceptual formalism to model how people project social biases and stereotypes.","We introduce Social Bias Frames, a new conceptual formalism that aims to model the pragmatic frames in which people project social biases and stereotypes onto others.",This formalism is novel because most existing semantic formalisms do not capture the pragmatic implications where people express social biases and power differentials.,"Most semantic formalisms, to date, do not capture such pragmatic implications in which people express social biases and power differentials in language.",high,
train,213,A cosy consensus on deviant discourse: How the refugee and asylum seeker meta-narrative has endorsed an interpretative crisis in relation to the transnational politics of the world's displaced persons.,False,,,,,low,"The abstract describes the paper's analysis of media discourse on refugees and asylum seekers, including the identification of five negative frames. However, it does not explicitly state that this analysis or these findings are novel or a 'first'."
train,214,Lexicalisation in News Stories of Some Nigerian National Newspapers,True,"This study explores how lexical choices in Nigerian newspaper reports are used to convey both information and judgment about people, events, and policies.","Thus, this study e xplores how lexical choices are used to simultaneously convey information and judgment on p eople, events, and policies in Nigerian newspaper news reports.",The authors state that there has not been much prior research on uncovering the ideological bias embedded in the language of Nigerian newspapers.,"There has not been much research on unmasking the i deological bias embedded in the language of the seemingly objective representations f people, events, institutions, and policies in Nigerian newspapers.",high,
train,215,"Progressive planning, biased discourse, and critique: An agentic perspective",False,,,,,low,The abstract presents an argument and illustrates its value but does not contain any explicit claims of novelty or being the first to propose this perspective.
train,216,Carnivalising Postcolonial Zimbabwe: The Vulgar and Grotesque Logic of Postcolonial Protest in NoViolet Bulawayo's We Need New Names (2013),False,,,,,low,"The abstract describes the paper's objectives, arguments, and conclusions, but does not contain any explicit statements of novelty (e.g., using terms like 'first', 'novel', 'unprecedented'). It outlines what the article does and argues, rather than claiming its approach or findings are new to the field."
train,217,Comunicación y representación: análisis de la construcción sociocultural de los modelos de feminidad en la revista Hogar,True,"The paper's review of categories such as representation, gender, and culture is claimed to be a theoretical contribution.",the review of each one of them represents a theorical contribution to work on the discourses that are produced and exposed to everybody in an Ecuadorian women's magazine.,,,low,"The claim is based on the author's statement that their work 'represents a theorical contribution,' which is a common and relatively weak assertion of value rather than a strong, explicit claim of novelty (e.g., being the 'first' or 'novel')."
